Customers,Number of Users,Invoice Date,Invoice #,Invoice Amount,Subscription,Account Code ,Dates of service ,Address,Lat,Long
University 109,25.0,4/2/2020,NB040220A,$62.50,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/1/2020 to 6/30/2020,,,
University 135,53.0,4/2/2020,NB040220B,$132.50,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/24/2020 to 6/30/2020,TN,36.34318,-88.858988
University 181,100.0,4/2/2020,NB040220C,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/2/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 180,200.0,4/2/2020,NB040220D,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/2/2020 to 6/30/2020,,,
University 182,50.0,4/3/2020,NB040320,$500.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/1/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 132,300.0,4/6/2020,NB040320,"$3,000.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/2019 to 05/31/2022,,,
University 183,200.0,4/7/2020,NB040720,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/6/2020 to 6/30/2020,IL,41.88531,-87.62213
University 185,800.0,4/7/2020,NB040720A,"$1,375.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/1/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 184,40.0,4/7/2020,NB040720B,"$1,900.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/1/2020 to 5/31/2021,MD,39.537043,-77.76388299999999
University 30,,4/8/2020,NB040820,"$50,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2020 to 9/30/2021,,,
University 154,13.0,4/8/2020,NB040820A,$130.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/17/2020 to 6/30/2020,PA,39.897162,-75.344083
University 137,41.0,4/8/2020,NB040820B,"$1,900.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/2020 to 5/31/2021,,,
University 137,60.0,4/9/2020,NB040920,"$2,100.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/9/2020 to 3/31/2021,,,
University 15,20.0,3/24//2016,AJ515,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,FL,28.061999999999998,-82.413225
University 17,200.0,3/24//2016,AJ515,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,NC,36.074859000000004,-79.777559
University 16,,3/24//2016,AJ515,"$4,200.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,,,
University 14,,3/24//2016,AJ515,"$4,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/22/16 to 3/31/17,,,
University 188,100.0,4/9/2020,NB040920B,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/8/2020 to 6/30/2020,FL,28.061999999999998,-82.413225
University 187,27.0,4/9/2020,NB040920C,"$3,810.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 4/8/2020 to 03/31/2023,,,
University 186,100.0,4/9/2020,NB040920D,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/6/2020 to 7/7/2020,FL,28.061999999999998,-82.413225
University 189,400.0,4/9/2020,NB040920E,"$5,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/8/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 190,100.0,4/15/2020,NB041520,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,NY,40.83739,-73.92343000000001
University 195,50.0,4/15/2020,NB041520A,$250.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/9/2020 to 7/9/2020,WI,44.510664,-89.638254
University 191,50.0,4/15/2020,NB041520B,$150.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,PA,42.074129,-80.072888
University 145,100.0,4/15/2020,NB041520C,$547.43,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/2019 to 12/31/2020,WA,47.666487,-122.309849
University 194,20.0,4/15/2020,NB041520D,"$1,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/26/2020 to 3/31/2021,VA,37.57557,-77.53823
University 192,30.0,4/15/2020,NB041520F,$450.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/13/2020 to 7/13/2020,MS,32.941519,-89.192566
University 193,200.0,4/15/2020,NB041520G,$500.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/8/2020 to 6/30/2020,,,
University 3,200.0,4/15/2020,NB041520H,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/23/2020 to 6/30/2020,AR,35.841039,-90.675602
University 190,100.0,4/15/2020,NB041520I,$225.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,NY,40.83739,-73.92343000000001
University 196,200.0,4/17/2020,NB041720,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/10/2020 to 7/10/2020,NE,41.147084,-96.523011
University 197,200.0,4/17/2020,NB041720A,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/15/2020 to 4/31/2021,CA,37.725102,-122.413452
University 105,100.0,4/20/2020,NB042020,"$1,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/30/2020 to 4/30/2021,FL,28.061999999999998,-82.413225
University 44,5000.0,4/21/2020,NB042120,"$16,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/12/2020 to 6/12/2021,FL,28.061999999999998,-82.413225
University 198,500.0,4/21/2020,NB042120A,"$5,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/30/2020 to 4/30/2021,NC,35.180557,-80.870862
University 199,55.0,4/22/2020,NB042220,$527.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/17/2020 to 7/17/2020,AL,32.60242,-85.487341
University 202,250.0,4/23/2020,NB042320,"$1,000.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/22/2020 to 7/22/2020,AR,35.841039,-90.675602
University 22,50.0,4/23/2020,NB042320A,$500.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/21/2020 to 7/21/2020,MS,32.381605,-88.663489
University 39,200.0,4/23/2020,NB042320B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/21/2020 to 1/31/2021 (2 Years),CA,37.680181,-121.921498
University 200,100.0,4/23/2020,NB042320C,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/22/2020 to 7/22/2020,,,
University 203,100.0,4/27/2020,NB042720,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/23/2020 to 4/30/2021,,,
University 158,120.0,4/27/2020,NB042720A,"$2,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/1/2020 to 5/31/2021,,,
University 204,2000.0,4/29/2020,NB042920,"$21,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/5/2020 to 5/5/2021,TX,29.543813,-98.29535600000001
University 110,50.0,4/30/2020,NB043020,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 6/30/2021,AL,33.456412,-86.80190400000001
University 124,17.0,5/1/2020,NB050120,$476.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/2019 to 10/31/2020,KY,36.905612,-88.35976
University 189,200.0,5/1/2020,NB050120A,"$2,059.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/8/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 205,100.0,5/1/2020,NB050120B,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 4/30/2021,FL,28.061999999999998,-82.413225
University 193,200.0,5/6/2020,NB050620,$500.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/8/2020 to 6/30/2020,,,
University 206,250.0,5/6/2020,NB050620A,"$10,500.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 4/20/2020 to 04/30/2023,,,
University 11,130.0,6/7/2020,NB050720,"$2,882.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 4/30/2021,CA,38.544956,-121.746159
University 40,100.0,5/11/2020,NB051120,"$6,000.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 08/31/2023,AR,35.841039,-90.675602
University 24,50.0,5/12/2020,NB051220,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/15/2020 to 05/31/2021,NY,41.650261,-74.700396
University 209,40.0,5/13/2020,NB051320,"$1,900.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/18/2020 to 05/31/2021,FL,28.061999999999998,-82.413225
University 208,150.0,5/13/2020,NB051320A,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/4/2020 to 04/30/2021,LA,30.590584999999997,-91.17028499999999
University 142,100.0,5/18/2020,NB051820,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/20/2020 to 07/31/2021,AR,35.841039,-90.675602
University 22,100.0,5/19/2020,NB051920,$750.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,OR,45.408173,-122.92232299999999
University 41,100.0,5/21/2020,NB052120,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/1/2020 to 05/31/2021,AR,35.841039,-90.675602
University 2,50.0,5/22/2020,NB052220,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,AR,35.841039,-90.675602
University 68,200.0,5/29/2020,NB052920,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,AR,35.841039,-90.675602
University 11,200.0,6/1/2020,NB060120,"$4,800.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 6/1/2020 to 05/31/2023,,,
University 140,30.0,6/1/2020,NB060120A,"$1,800.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 06/30/2021,FL,28.061999999999998,-82.413225
University 84,150.0,6/2/2020,NB060220,"$2,250.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 09/30/2020,LA,32.539066999999996,-92.07190200000001
University 180,200.0,6/2/2020,NB060220A,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 09/30/2020,,,
University 85,150.0,6/2/2020,NB060220B,$375.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/15/2020 to 12/15/2020,,,
University 75,500.0,6/3/2020,NB060320,"$7,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,,,
University 34,300.0,6/4/2020,NB060420,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,FL,28.061999999999998,-82.413225
University 66,150.0,6/4/2020,NB060420A,"$7,500.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/2020 to 05/32/2023,,,
University 210,300.0,6/8/2020,NB060820,"$1,158.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 09/30/2020,OR,45.408173,-122.92232299999999
University 155,1300.0,6/11/2020,NB061120,"$12,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,FL,28.061999999999998,-82.413225
University 155,200.0,6/11/2020,NB061120A,"$3,344.25",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,FL,28.061999999999998,-82.413225
University 211,75.0,6/11/2020,NB061120B,"$5,252.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 7/1/2020 to 06/30/2023,,,
University 212,50.0,6/12/2020,NB061220,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/15/2020 to 06/30/2021,MS,34.365411,-89.53718
University 213,30.0,6/15/2020,NB061520,"$1,800.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 07/31/2021,,,
University 214,150.0,6/16/2020,NB061620,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/16/2020 to 06/30/2021,,,
University 217,85.0,6/16/2020,NB061620A,"$5,500.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 11/2/2020 to 11/30/2023,OR,45.408173,-122.92232299999999
University 216,100.0,6/16/2020,NB061620B,$625.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/17/2020 to 11/17/2020,,,
University 106,300.0,6/16/2020,NB061620C,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/2020 to 05/31/2021,AR,35.841039,-90.675602
University 215,50.0,6/16/2020,NB061620D,"$1,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 06/30/2021,FL,28.061999999999998,-82.413225
University 121,75.0,6/17/2020,NB061720,$500.00,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/31/2019 to 12/31/2020,CA,33.657531,-117.81266799999999
University 218,10.0,6/18/2020,NB061820,$160.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 6/18/2020 to 9/18/2020,FL,28.061999999999998,-82.413225
University 219,50.0,6/22/2020,NB062220,"$1,029.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/22/2020 to 6/30/2021,CA,34.073692,-117.76523
University 220,300.0,6/22/2020,NB062220A,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 6/30/2021,FL,28.061999999999998,-82.413225
University 221,300.0,6/23/2020,NB062320,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 6/30/2021,TN,36.032334000000006,-83.884804
University 222,150.0,6/24/2020,NB062420,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 223,60.0,6/25/2020,NB062520,$540.33,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,FL,28.061999999999998,-82.413225
University 225,100.0,6/25/2020,NB062520A,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/15/2020 to 8/31/2021,WI,42.969865000000006,-87.87373199999999
University 224,500.0,6/25/2020,NB062520B,"$6,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/4/2020 to 7/31/2021,IL,41.477816,-87.683188
University 160,350.0,6/26/2020,NB062620,"$2,500.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 12/31/2020,FL,28.061999999999998,-82.413225
University 189,200.0,6/26/2020,NB062620A,"$2,058.80",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/8/2020 to 3/31/2021,FL,28.061999999999998,-82.413225
University 154,10.0,6/29/2020,NB062920,"$1,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 6/30/2021,PA,39.897162,-75.344083
University 173,350.0,6/29/2020,NB062920A,"$2,500.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,AL,33.94815,-86.47276
University 69,300.0,6/30/2020,NB063020,"$4,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/30/2020 to 6/30/2021,,,
University 172,50.0,7/1/2020,NB070120,"$1,000.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,AR,35.841039,-90.675602
University 185,400.0,7/2/2020,NB070220,"$2,750.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,FL,28.061999999999998,-82.413225
University 226,115.0,7/8/2020,NB070820,"$2,650.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 190,190.0,7/8/2020,NB070820A,"$1,700.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,NY,40.83739,-73.92343000000001
University 3,200.0,7/8/2020,NB070820B,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/7/2020 to 6/30/2021,AR,35.841039,-90.675602
University 227,60.0,7/8/2020,NB070820C,$525.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 11/30/2020,OH,41.450990999999995,-82.166534
University 201,50.0,7/9/2020,NB070920,"$1,000.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/21/2020 to 12/31/2020,MS,32.381605,-88.663489
University 228,75.0,7/10/2020,NB071020,"$2,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/10/2020 to 6/30/2021,IL,39.724961,-89.615971
University 181,100.0,7/14/2020,NB071420,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/13/2020 to 6/30/2021,FL,28.061999999999998,-82.413225
University 229,35.0,7/14/2020,NB071420A,"$1,850.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/14/2021,MO,40.286914,-95.078313
University 230,42.0,7/15/2020,NB071520,"$1,920.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 19,300.0,7/15/2020,NB071520A,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/30/2020 to 4/30/2021,FL,28.061999999999998,-82.413225
University 231,100.0,7/15/2020,NB071520B,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 6/30/2021,FL,28.061999999999998,-82.413225
University 106,200.0,7/16/2020,NB071620,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/2020 to 5/31/2021,AR,35.841039,-90.675602
University 188,70.0,7/16/2020,NB071620A,"$2,200.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,FL,28.061999999999998,-82.413225
University 132,100.0,7/16/2020,NB071620B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/31/2021,AR,35.841039,-90.675602
University 233,15.0,7/17/2020,NB071720,"$1,650.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 234,15.0,7/21/2020,NB072120,$421.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/16/2020 to 11/30/2020,,,
University 234,90.0,7/21/2020,NB072120A,"$1,200.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 8/16/2020 to 1/31/2021,,,
University 235,150.0,7/22/2020,NB072220,$750.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,IL,37.739004,-89.209109
University 96,150.0,7/23/2020,NB072320,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2021,FL,27.926018,-82.487126
University 236,350.0,7/23/2020,NB072320A,"$1,222.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/8/2020,FL,28.061999999999998,-82.413225
University 238,200.0,7/23/2020,NB072320B,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,,,
University 59,50.0,7/23/2020,NB072320C,"$4,500.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/31/2020 to 8/31/2023,AR,35.841039,-90.675602
University 237,250.0,7/23/2020,NB072320D,"$4,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/24/2020 to 7/31/2021,CA,39.746159000000006,-121.840083
University 239,550.0,7/27/2020,NB072720,"$7,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/26/2020 to 7/31/2021,,,
University 97,500.0,7/29/2020,NB072920,"$6,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/18/2020 to 5/31/2021,,,
University 240,200.0,7/29/2020,NB072920A,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,AR,35.841039,-90.675602
University 193,250.0,7/30/2020,NB073020,"$2,000.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/10/2020 to 1/10/2021,,,
University 199,80.0,7/30/2020,NB073020A,"$2,300.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/22/2020 to 7/31/2021,AL,32.60242,-85.487341
University 30,97.0,7/30/2020,NB073020B,"$1,470.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/8/2020 to 7/31/2021,MD,38.970388,-76.941919
University 241,100.0,7/30/2020,NB073020C,"$2,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,AR,35.841039,-90.675602
University 243,60.0,7/31/2020,NB073120,$525.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/12/2020 to 11/20/2020,TN,35.117940999999995,-89.93666999999999
University 245,150.0,7/31/2020,NB073120A,"$3,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/2020 to 8/31/2021,IL,41.477816,-87.683188
University 244,75.0,7/31/2020,NB073120C,"$2,250.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,NC,35.969681,-78.934721
University 248,20.0,8/3/2020,NB080320,$425.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 11/24/2020,FL,28.061999999999998,-82.413225
University 247,110.0,8/3/2020,NB080320A,"$2,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,OH,41.370548,-81.861757
University 246,50.0,8/3/2020,NB080320B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,AR,35.841039,-90.675602
University 249,152.0,8/3/2020,NB080320C,"$7,560.00",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/7/2020 to 7/31/2023,FL,28.061999999999998,-82.413225
University 250,200.0,8/5/2020,NB080520,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,GA,33.061245,-83.604895
University 96,150.0,8/5/2020,NB080520A,"$1,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,FL,27.926018,-82.487126
University 251,200.0,8/6/2020,NB080620,"$1,750.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/21/2020 to 1/21/2021,NY,43.077369,-75.23320799999999
University 246,370.0,8/6/2020,NB080620A,"$3,700.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,AR,35.841039,-90.675602
University 134,50.0,8/6/2020,NB080620B,"$1,000.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/15/2020 to 9/30/2021,AR,34.12708,-93.05658299999999
University 252,70.0,8/7/2020,NB080720,$550.00,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/8/2020 to 12/8/2021,CA,33.651144,-117.81499099999999
University 141,350.0,8/7/2020,NB080720A,"$2,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/31/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 72,115.0,8/10/2020,NB081020,"$1,150.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/1/2019 to 11/30/2020,GA,30.976287,-83.871284
University 254,90.0,8/10/2020,NB081020A,"$2,100.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 253,100.0,8/10/2020,NB081020B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/7/2020 to 7/31/2021,CA,33.82887,-118.180502
University 180,200.0,8/10/2020,NB081020C,$875.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/30/2020 to 12/31/2020,,,
University 31,137.0,8/11/2020,NB081120,$738.01,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/17/2020 to 11/17/2020,FL,28.061999999999998,-82.413225
University 255,200.0,8/11/2020,NB081120A,"$3,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/12/2020 to 7/31/2021,AR,35.841039,-90.675602
University 243,95.0,8/11/2020,NB081120B,$237.50,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/12/2020 to 11/20/2020,TN,35.117940999999995,-89.93666999999999
University 20,700.0,8/12/2020,NB081220,"$8,500.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,PA,40.046955,-79.89498499999999
University 257,75.0,8/12/2020,NB081220A,$562.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/12/2020 to 11/12/2020,LA,31.307468,-92.465779
University 258,450.0,8/12/2020,NB081220B,"$6,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/10/2020 to 7/31/2021,AR,35.841039,-90.675602
University 256,110.0,8/12/2020,NB081220C,"$2,600.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/4/2020 to 7/31/2021,MA,41.973741,-70.976558
University 96,700.0,8/13/2020,NB081320,"$8,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 2/29/2020 to 2/28/2021,FL,27.926018,-82.487126
University 259,30.0,8/13/2020,NB081320A,"$1,800.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,FL,28.061999999999998,-82.413225
University 264,70.0,8/13/2020,NB081320B,$550.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/24/2020 to 12/7/2020,TX,30.738509999999998,-99.11144
University 260,85.0,8/13/2020,NB081320C,"$2,350.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/13/2020 to 7/31/2021,,,
University 261,400.0,8/13/2020,NB081320D,"$1,375.00",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,FL,28.061999999999998,-82.413225
University 159,985.0,8/13/2020,NB081320E,"$11,350.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,,,
University 12,150.0,8/13/2020,NB081320F,$750.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,,,
University 265,150.0,8/13/2020,NB081320G,$750.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 11/30/2020,SC,32.424353,-80.565343
University 263,150.0,8/13/2020,NB081320H,$750.00,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,RI,41.82275,-71.414451
University 271,172.0,8/17/2020,NB081720,"$1,610.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 19/8/2020 to 19/2/2021,AR,35.162396,-92.445162
University 269,80.0,8/17/2020,NB081720A,"$2,300.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/2020 to 8/31/2021,FL,28.061999999999998,-82.413225
University 272,50.0,8/17/2020,NB081720B,"$2,000.00",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/24/2020 to 8/31/2021,NM,32.283428,-106.753336
University 266,150.0,8/17/2020,NB081720C,"$1,500.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 17/8/2020 to 2/17/2021,FL,28.052414000000002,-82.560475
